"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",3,"就餐类型",NA
"3",13,"红豆大米粥",2,"晚餐","2015-06-19"
"4",14,"椰蓉饼",2,"晚餐","2015-06-19"
"5",15,"大米(小)",2,"晚餐","2015-05-28"
"6",16,"宫保鸡丁(套)",2,"晚餐","2015-05-28"
"7",17,"夹鸡蛋饼",2,"晚餐","2015-04-23"
"8",18,"绿豆小米粥",2,"晚餐","2015-04-23"
"9",19,"南瓜小米粥",2,"晚餐","2015-03-31"
"10",20,"夹鸡蛋饼",2,"晚餐","2015-03-31"
"11",21,"黑米粥",2,"晚餐","2015-01-30"
"12",22,"素馅饼",2,"晚餐","2015-01-30"
"13",23,"南瓜小米粥",2,"晚餐","2015-01-29"
"14",24,"夹鸡蛋饼",2,"晚餐","2015-01-29"
"15",25,"黑米粥",2,"晚餐","2015-01-16"
"16",26,"黑米粥",2,"晚餐","2015-01-16"
"17",27,"大米(小)",2,"晚餐","2015-01-15"
"18",28,"尖椒肉丝(套)",2,"晚餐","2015-01-15"
"19",29,"南瓜小米粥",2,"晚餐","2015-01-12"
"20",30,"夹火腿饼",2,"晚餐","2015-01-12"
"21",31,"大米(小)",2,"晚餐","2015-01-09"
"22",32,"黑米粥",2,"晚餐","2015-01-08"
"23",33,"素馅饼",2,"晚餐","2015-01-08"
"24",34,"大米(小)",2,"晚餐","2015-01-07"
"25",35,"鱼香肉丝(套)",2,"晚餐","2015-01-07"
"26",36,"南瓜小米粥",2,"晚餐","2015-01-05"
"27",37,"素馅饼",2,"晚餐","2015-01-05"
"28",38,"南瓜小米粥",2,"晚餐","2015-01-04"
"29",39,"素馅饼",2,"晚餐","2015-01-04"
"30",40,"大米(小)",2,"晚餐","2014-12-30"
"31",41,"南瓜小米粥",2,"晚餐","2014-12-29"
"32",42,"刷酱饼",2,"晚餐","2014-12-29"
"33",43,"大米(小)",2,"晚餐","2014-12-26"
"34",44,"红烧土豆片(套)",2,"晚餐","2014-12-26"
"35",45,"牛肉松蛋糕",2,"晚餐","2014-12-24"
"36",46,"南瓜小米粥",2,"晚餐","2014-12-23"
"37",47,"披萨饼",2,"晚餐","2014-12-23"
"38",48,"南瓜小米粥",2,"晚餐","2014-12-22"
"39",49,"蘑菇饼",2,"晚餐","2014-12-22"
"40",50,"汉堡",2,"晚餐","2014-12-19"
"41",51,"大米",2,"晚餐","2014-12-18"
"42",52,"土豆鸡块(套)",2,"晚餐","2014-12-18"
"43",53,"茄子饼",2,"晚餐","2014-12-17"
"44",54,"南瓜小米粥",2,"晚餐","2014-12-17"
