"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",3,"就餐类型",NA
"3",13,"大米",2,"午餐","2014-10-10"
"4",14,"大烩菜(套)",2,"午餐","2014-10-10"
"5",15,"冬瓜烧肉(套)",2,"午餐","2014-10-10"
"6",16,"大烩菜(套)",2,"午餐","2014-10-10"
"7",17,"冬瓜烧肉(套)",2,"午餐","2014-10-10"
"8",18,"大米",2,"午餐","2014-10-10"
"9",19,"红烧土豆鸡块面",2,"午餐","2014-09-18"
"10",20,"小馒头炒肉丁(套)",2,"午餐","2014-09-04"
"11",21,"大米",2,"午餐","2014-09-04"
"12",22,"肉包子",2,"早餐","2014-09-04"
"13",23,"豆浆",2,"早餐","2014-09-04"
"14",24,"素馅饼",2,"早餐","2014-09-04"
