"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"营养套餐",2,"早餐","2015-06-29"
"4",14,"营养套餐",2,"早餐","2015-06-28"
"5",15,"蛋挞",2,"午餐","2015-06-26"
"6",16,"蛋挞",2,"午餐","2015-06-25"
"7",17,"蛋挞",2,"午餐","2015-06-23"
"8",18,"大米(小)",2,"午餐","2015-06-19"
"9",19,"家常豆腐(套)",2,"午餐","2015-06-19"
"10",20,"酸菜粉条(套)",2,"午餐","2015-06-19"
"11",21,"营养套餐",2,"早餐","2015-06-19"
"12",22,"蛋挞",2,"午餐","2015-06-10"
"13",23,"炒馒头",2,"午餐","2015-06-09"
"14",24,"蛋挞",2,"午餐","2015-06-05"
"15",25,"大米(小)",2,"午餐","2015-06-05"
"16",26,"粉条烧肉(套)",2,"午餐","2015-06-05"
"17",27,"干锅土豆片(套)",2,"午餐","2015-06-05"
"18",28,"套餐",2,"早餐","2015-06-04"
"19",29,"火腿炒米",2,"午餐","2015-06-03"
"20",30,"套餐",2,"早餐","2015-06-03"
"21",31,"炒馒头",2,"午餐","2015-06-02"
"22",32,"南瓜小米粥",2,"早餐","2015-06-02"
"23",33,"刷酱饼",2,"早餐","2015-06-02"
"24",34,"葡萄干蛋糕",2,"早餐","2015-05-30"
"25",35,"葡萄干蛋糕",2,"早餐","2015-05-30"
"26",36,"【肉丝炒拨烂子】",2,"午餐","2015-05-29"
"27",37,"套餐",2,"早餐","2015-05-29"
"28",38,"肉包子",2,"早餐","2015-05-28"
"29",39,"卤鸡蛋",2,"早餐","2015-05-28"
"30",40,"刷酱饼",2,"早餐","2015-05-26"
"31",41,"大米(小)",2,"午餐","2015-05-25"
"32",42,"粉条烧肉(套)",2,"午餐","2015-05-25"
"33",43,"家常豆腐(套)",2,"午餐","2015-05-25"
"34",44,"汉堡",2,"早餐","2015-05-25"
"35",45,"蛋挞",2,"午餐","2015-05-22"
"36",46,"大米(小)",2,"午餐","2015-05-22"
"37",47,"粉条烧肉(套)",2,"午餐","2015-05-22"
"38",48,"干锅土豆片(套)",2,"午餐","2015-05-22"
"39",49,"三鲜米线",2,"晚餐","2015-05-21"
"40",50,"大米(小)",2,"午餐","2015-05-21"
"41",51,"大米(小)",2,"午餐","2015-05-21"
"42",52,"粉条烧肉(套)",2,"午餐","2015-05-21"
"43",53,"家常豆腐(套)",2,"午餐","2015-05-21"
"44",54,"炒莜面烤栳栳",2,"午餐","2015-05-12"
"45",55,"炒莜面烤栳栳",2,"午餐","2015-05-12"
"46",56,"套餐",2,"早餐","2015-05-12"
"47",57,"牛肉松蛋糕",2,"午餐","2015-05-11"
"48",58,"家常豆腐(套)",2,"午餐","2015-05-11"
"49",59,"大米(小)",2,"午餐","2015-05-11"
"50",60,"干锅土豆片(套)",2,"午餐","2015-05-11"
"51",61,"大米(小)",2,"午餐","2015-05-11"
"52",62,"粉条烧肉(套)",2,"午餐","2015-05-11"
"53",63,"酸辣茄条(套)",2,"午餐","2015-05-11"
"54",64,"热饮",2,"晚餐","2015-05-08"
"55",65,"红烧土豆片(套)",2,"晚餐","2015-05-08"
"56",66,"蛋挞",2,"午餐","2015-05-08"
"57",67,"火腿炒米",2,"午餐","2015-05-08"
"58",68,"套餐",2,"早餐","2015-05-08"
"59",69,"蛋挞",2,"午餐","2015-05-07"
"60",70,"套餐",2,"早餐","2015-05-06"
"61",71,"蛋挞",2,"午餐","2015-05-05"
"62",72,"汉堡",2,"午餐","2015-05-05"
"63",73,"套餐",2,"早餐","2015-05-05"
"64",74,"蛋挞",2,"午餐","2015-05-04"
"65",75,"西葫芦炒鸡蛋(套)",2,"午餐","2015-05-04"
"66",76,"土豆鸡块(套)",2,"午餐","2015-05-04"
"67",77,"提子干面包",2,"早餐","2015-05-04"
"68",78,"营养套餐1",2,"早餐","2015-04-29"
"69",79,"叉烧肉炒饭",3,"午餐","2015-04-28"
"70",80,"营养套餐1",2,"早餐","2015-04-28"
"71",81,"蛋挞",2,"午餐","2015-04-24"
"72",82,"蛋挞",2,"午餐","2015-04-24"
"73",83,"火腿炒米",2,"午餐","2015-04-24"
"74",84,"套餐",2,"早餐","2015-04-24"
"75",85,"蛋挞",2,"午餐","2015-04-23"
"76",86,"炒馒头",2,"午餐","2015-04-23"
"77",87,"套餐",2,"早餐","2015-04-23"
"78",88,"火腿炒米",2,"午餐","2015-04-22"
"79",89,"巧克力蛋糕",2,"早餐","2015-04-22"
"80",90,"红烧土豆鸡块面",2,"午餐","2015-04-21"
"81",91,"套餐",2,"早餐","2015-04-21"
"82",92,"蛋挞",2,"午餐","2015-04-20"
"83",93,"土豆条炒虾(套)",2,"午餐","2015-04-20"
"84",94,"大米",2,"午餐","2015-04-20"
"85",95,"火腿炒米",2,"午餐","2015-04-20"
"86",96,"夹鸡蛋饼",2,"早餐","2015-04-18"
"87",97,"卤鸡蛋",2,"早餐","2015-04-18"
"88",98,"热饮",2,"早餐","2015-04-17"
"89",99,"汉堡",2,"早餐","2015-04-17"
"90",100,"套餐",2,"早餐","2015-04-16"
"91",101,"火腿炒米",2,"午餐","2015-04-14"
"92",102,"红烧鲶鱼(套)",2,"午餐","2015-04-13"
"93",103,"西葫芦炒鸡蛋(套)",2,"午餐","2015-04-13"
"94",104,"夹鸡蛋饼",2,"早餐","2015-04-11"
"95",105,"卤鸡蛋",2,"早餐","2015-04-11"
"96",106,"红豆蛋糕",2,"午餐","2015-04-09"
"97",107,"火腿炒米",2,"午餐","2015-04-09"
"98",108,"胡辣汤",2,"早餐","2015-04-09"
"99",109,"炒饼丝",2,"午餐","2015-04-08"
"100",110,"营养套餐",2,"早餐","2015-04-08"
"101",111,"炒莜面烤栳栳",2,"午餐","2015-04-07"
"102",112,"套餐",2,"早餐","2015-04-03"
"103",113,"黑椒猪排饭",2,"午餐","2015-04-01"
"104",114,"红烧排骨面",2,"午餐","2015-04-01"
"105",115,"大米(小)",2,"午餐","2015-03-31"
"106",116,"香菇肉片(套)",2,"午餐","2015-03-31"
"107",117,"麻辣豆腐(套)",2,"午餐","2015-03-31"
"108",118,"套餐",2,"早餐","2015-03-31"
"109",119,"大米(小)",2,"午餐","2015-03-30"
"110",120,"土豆条炒虾(套)",2,"午餐","2015-03-30"
"111",121,"茴子白炒粉条(套)",2,"午餐","2015-03-30"
"112",122,"炸薯条",2,"午餐","2015-03-25"
"113",123,"套餐",2,"早餐","2015-03-25"
"114",124,"怡宝",2,"晚餐","2015-03-24"
"115",125,"牛肉炒米",2,"午餐","2015-03-24"
"116",126,"红烧排骨面",2,"午餐","2015-03-24"
"117",127,"红烧排骨面",2,"午餐","2015-03-23"
"118",128,"红豆蛋糕",2,"晚餐","2015-03-18"
"119",129,"炒方便面",2,"午餐","2015-03-18"
"120",130,"豆浆",2,"早餐","2015-03-18"
"121",131,"茄子饼",2,"早餐","2015-03-18"
"122",132,"绿茶蛋糕",2,"午餐","2015-03-17"
"123",133,"营养套餐",2,"早餐","2015-03-13"
"124",134,"丸子汤",2,"早餐","2015-03-12"
"125",135,"荷叶饼",2,"早餐","2015-03-11"
"126",136,"叉烧肉炒饭",2,"午餐","2015-02-06"
"127",137,"肉松面包",2,"早餐","2015-02-05"
"128",138,"清汤牛肉面",2,"午餐","2015-02-04"
"129",139,"汉堡",2,"早餐","2015-02-04"
"130",140,"炒莜面鱼",2,"午餐","2015-02-03"
"131",141,"炒莜面鱼",2,"午餐","2015-01-28"
"132",142,"培根面包",2,"早餐","2015-01-28"
"133",143,"拌汤",2,"早餐","2015-01-27"
"134",144,"南瓜小米粥",2,"午餐","2015-01-26"
"135",145,"炒莜面鱼",2,"午餐","2015-01-26"
"136",146,"馄饨",2,"早餐","2015-01-22"
"137",147,"炒莜面鱼",2,"午餐","2015-01-21"
"138",148,"套餐",2,"早餐","2015-01-21"
"139",149,"巧克力蛋糕",2,"晚餐","2015-01-20"
"140",150,"炸薯条",2,"晚餐","2015-01-19"
"141",151,"叉烧肉炒饭",2,"午餐","2015-01-19"
"142",152,"茄子饼",2,"早餐","2015-01-19"
"143",153,"西红柿炒鸡蛋(套)",2,"午餐","2015-01-16"
"144",154,"干锅土豆片(套)",2,"午餐","2015-01-16"
"145",155,"大米(小)",2,"午餐","2015-01-16"
"146",156,"椰蓉蛋糕",2,"早餐","2015-01-16"
"147",157,"套餐",2,"早餐","2015-01-14"
"148",158,"刷酱饼",2,"晚餐","2015-01-13"
"149",159,"炒馒头",2,"午餐","2015-01-13"
"150",160,"拌汤",2,"早餐","2015-01-13"
"151",161,"营养套餐",2,"早餐","2015-01-12"
"152",162,"套餐",2,"早餐","2015-01-09"
"153",163,"叉烧肉炒饭",2,"午餐","2015-01-08"
"154",164,"套餐",2,"早餐","2015-01-08"
"155",165,"肉松面包",2,"早餐","2015-01-07"
"156",166,"葡萄酥",2,"早餐","2015-01-07"
"157",167,"披萨饼",2,"晚餐","2015-01-06"
"158",168,"黑米粥",2,"晚餐","2015-01-06"
"159",169,"优酸乳(袋)",2,"晚餐","2015-01-05"
"160",170,"套餐",2,"早餐","2015-01-05"
"161",171,"土豆丝",2,"早餐","2015-01-04"
"162",172,"营养套餐",2,"早餐","2014-12-30"
