"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"营养套餐",2,"早餐","2015-06-16"
"4",14,"营养套餐",2,"早餐","2015-06-12"
"5",15,"营养套餐",2,"早餐","2015-06-11"
"6",16,"鸡肉火腿肠",2,"晚餐","2015-06-08"
"7",17,"叉烧肉炒米",2,"午餐","2015-06-08"
"8",18,"香辣排骨饭",2,"午餐","2015-06-04"
"9",19,"套餐",2,"早餐","2015-06-03"
"10",20,"套餐",2,"早餐","2015-06-02"
"11",21,"套餐",2,"早餐","2015-05-29"
"12",22,"干锅土豆片(套)",2,"午餐","2015-05-28"
"13",23,"大米(小)",2,"午餐","2015-05-27"
"14",24,"糖醋里脊(套)",2,"午餐","2015-05-27"
"15",25,"套餐",2,"早餐","2015-05-27"
"16",26,"优酸乳(袋)",2,"午餐","2015-05-26"
"17",27,"凉皮",2,"午餐","2015-05-26"
"18",28,"卤鸡蛋",3,"午餐","2015-05-26"
"19",29,"素打卤面",2,"午餐","2015-05-26"
"20",30,"肉包子",2,"早餐","2015-05-26"
"21",31,"汉堡",2,"早餐","2015-05-25"
"22",32,"担担面",2,"午餐","2015-05-22"
"23",33,"汉堡",2,"早餐","2015-05-22"
"24",34,"担担面",2,"午餐","2015-05-21"
"25",35,"豆浆",2,"早餐","2015-05-18"
"26",36,"京酱肉丝卷饼",2,"早餐","2015-05-18"
"27",37,"香辣鸡块饭",2,"午餐","2015-05-15"
"28",38,"汉堡",2,"早餐","2015-05-15"
"29",39,"套餐",2,"早餐","2015-05-14"
"30",40,"套餐",2,"早餐","2015-05-13"
"31",41,"热干面",2,"午餐","2015-05-12"
"32",42,"套餐",2,"早餐","2015-05-12"
"33",43,"热干面",2,"午餐","2015-05-11"
"34",44,"汉堡",2,"早餐","2015-05-11"
"35",45,"大米",3,"午餐","2015-05-08"
"36",46,"大米(小)",2,"午餐","2015-05-08"
"37",47,"酸辣茄条(套)",2,"午餐","2015-05-08"
"38",48,"套餐",2,"早餐","2015-05-08"
"39",49,"大米(小)",2,"午餐","2015-05-07"
"40",50,"酸辣茄条(套)",2,"午餐","2015-05-07"
"41",51,"套餐",2,"早餐","2015-05-07"
"42",52,"优益C",2,"晚餐","2015-05-06"
"43",53,"豆花肉片(套)",2,"午餐","2015-05-06"
"44",54,"大米",2,"午餐","2015-05-06"
"45",55,"套餐",2,"早餐","2015-05-06"
"46",56,"大米(小)",2,"午餐","2015-05-05"
"47",57,"麻辣豆腐(套)",2,"午餐","2015-05-05"
"48",58,"辣子鸡块(套)",2,"午餐","2015-05-05"
"49",59,"套餐",2,"早餐","2015-05-05"
"50",60,"豆浆",2,"早餐","2015-05-04"
"51",61,"夹火腿饼",2,"早餐","2015-05-04"
"52",62,"黑椒猪排饭",2,"午餐","2015-04-30"
"53",63,"套餐",2,"早餐","2015-04-30"
"54",64,"黄焖鸡面",2,"午餐","2015-04-29"
"55",65,"优酸乳(袋)",2,"早餐","2015-04-29"
"56",66,"汉堡",2,"早餐","2015-04-29"
"57",67,"大米(小)",2,"午餐","2015-04-28"
"58",68,"糖醋里脊(套)",2,"午餐","2015-04-28"
"59",69,"套餐",2,"早餐","2015-04-28"
"60",70,"叉烧肉炒饭",2,"午餐","2015-04-27"
"61",71,"营养套餐",2,"早餐","2015-04-27"
"62",72,"黄焖鸡面",2,"午餐","2015-04-24"
"63",73,"套餐",2,"早餐","2015-04-24"
"64",74,"西红柿鸡蛋面",2,"午餐","2015-04-22"
"65",75,"套餐",2,"早餐","2015-04-22"
"66",76,"肉酱面",2,"午餐","2015-04-21"
"67",77,"肉酱面",2,"午餐","2015-04-21"
"68",78,"营养套餐",2,"早餐","2015-04-21"
"69",79,"黑椒猪排饭",2,"午餐","2015-04-17"
"70",80,"黑椒猪排饭",2,"午餐","2015-04-17"
"71",81,"套餐",2,"早餐","2015-04-17"
"72",82,"套餐",2,"早餐","2015-04-14"
"73",83,"叉烧肉炒饭",2,"午餐","2015-04-13"
"74",84,"老豆腐",2,"早餐","2015-04-13"
"75",85,"油条",2,"早餐","2015-04-13"
"76",86,"套餐",2,"早餐","2015-04-10"
"77",87,"馄饨",2,"早餐","2015-04-10"
"78",88,"黄焖鸡面",2,"午餐","2015-04-09"
"79",89,"套餐",2,"早餐","2015-04-09"
"80",90,"巧克力蛋糕",2,"早餐","2015-04-08"
"81",91,"手抓饼",2,"早餐","2015-04-07"
"82",92,"套餐",2,"早餐","2015-04-03"
"83",93,"黑椒猪排饭",2,"午餐","2015-04-02"
"84",94,"套餐",2,"早餐","2015-04-02"
"85",95,"套餐",2,"早餐","2015-03-31"
"86",96,"套餐",2,"早餐","2015-03-27"
"87",97,"套餐",2,"早餐","2015-03-26"
"88",98,"营养套餐",2,"早餐","2015-03-24"
"89",99,"营养套餐",2,"早餐","2015-03-23"
"90",100,"套餐",2,"早餐","2015-03-20"
"91",101,"大米(小)",2,"午餐","2015-03-19"
"92",102,"糖醋里脊(套)",2,"午餐","2015-03-19"
"93",103,"套餐",2,"早餐","2015-03-19"
"94",104,"老豆腐",2,"早餐","2015-03-18"
"95",105,"砂锅焖面",2,"午餐","2015-03-17"
"96",106,"套餐",2,"早餐","2015-03-17"
"97",107,"炒焖面",2,"午餐","2015-03-16"
"98",108,"大米(小)",2,"午餐","2015-03-13"
"99",109,"土豆条炒虾(套)",2,"午餐","2015-03-13"
"100",110,"老豆腐",2,"早餐","2015-03-13"
"101",111,"油条",2,"早餐","2015-03-13"
"102",112,"营养套餐",2,"早餐","2015-03-12"
"103",113,"营养套餐",2,"早餐","2015-03-09"
"104",114,"叉烧肉炒饭",2,"午餐","2015-02-06"
"105",115,"汉堡",2,"早餐","2015-02-06"
"106",116,"砂锅焖面",2,"午餐","2015-02-03"
"107",117,"京酱肉丝卷饼",2,"早餐","2015-02-03"
"108",118,"花干(串)",2,"午餐","2015-02-02"
"109",119,"西红柿鸡蛋面",2,"午餐","2015-02-02"
"110",120,"套餐",2,"早餐","2015-01-30"
"111",121,"西红柿鸡蛋面",2,"午餐","2015-01-27"
"112",122,"卤鸡蛋",2,"午餐","2015-01-27"
"113",123,"套餐",2,"早餐","2015-01-27"
"114",124,"叉烧肉炒饭",2,"午餐","2015-01-26"
"115",125,"红烧牛肉面",2,"午餐","2015-01-22"
"116",126,"套餐",2,"早餐","2015-01-22"
"117",127,"学生奶",2,"午餐","2015-01-21"
"118",128,"砂锅焖面",2,"午餐","2015-01-21"
"119",129,"套餐",2,"早餐","2015-01-21"
"120",130,"套餐",2,"早餐","2015-01-21"
"121",131,"火腿炒米",2,"晚餐","2015-01-20"
"122",132,"花干(串)",2,"晚餐","2015-01-20"
"123",133,"学生奶",2,"午餐","2015-01-20"
"124",134,"叉烧肉炒饭",2,"午餐","2015-01-20"
"125",135,"叉烧肉炒饭",2,"午餐","2015-01-20"
"126",136,"学生奶",2,"晚餐","2015-01-19"
"127",137,"学生奶",2,"午餐","2015-01-16"
"128",138,"学生奶",2,"午餐","2015-01-15"
"129",139,"西红柿鸡蛋面",2,"午餐","2015-01-15"
"130",140,"花干(串)",2,"午餐","2015-01-15"
"131",141,"优酸乳(袋)",2,"晚餐","2015-01-13"
"132",142,"黑米粥",2,"晚餐","2015-01-12"
"133",143,"夹里脊饼",2,"晚餐","2015-01-12"
"134",144,"学生奶",2,"晚餐","2015-01-08"
"135",145,"牛肉烩饼",2,"晚餐","2015-01-08"
"136",146,"素馅饼",2,"晚餐","2015-01-07"
"137",147,"学生奶",2,"晚餐","2015-01-06"
"138",148,"黑米粥",2,"晚餐","2015-01-06"
"139",149,"素馅饼",2,"晚餐","2015-01-06"
"140",150,"学生奶",2,"晚餐","2015-01-04"
"141",151,"烤肠",2,"晚餐","2014-12-30"
"142",152,"鸡蛋灌饼",2,"午餐","2014-12-30"
"143",153,"汉堡",2,"早餐","2014-12-30"
"144",154,"鸡肉火腿肠",2,"晚餐","2014-12-29"
"145",155,"黑米粥",2,"晚餐","2014-12-29"
"146",156,"南瓜饼",2,"晚餐","2014-12-29"
"147",157,"麻辣拌",2,"晚餐","2014-12-26"
"148",158,"炸大串",2,"晚餐","2014-12-26"
"149",159,"素馅饼",2,"晚餐","2014-12-25"
"150",160,"鸡蛋灌饼",2,"午餐","2014-12-25"
"151",161,"砂锅焖面",2,"午餐","2014-12-24"
"152",162,"黑米粥",2,"午餐","2014-12-23"
"153",163,"素馅饼",2,"午餐","2014-12-23"
"154",164,"南瓜小米粥",2,"午餐","2014-12-23"
"155",165,"热狗面包",2,"早餐","2014-12-19"
"156",166,"黑米粥",2,"晚餐","2014-12-18"
"157",167,"夹里脊饼",2,"晚餐","2014-12-18"
"158",168,"牛肉炒米",2,"午餐","2014-12-18"
"159",169,"学生奶",2,"晚餐","2014-12-17"
"160",170,"素馅饼",2,"晚餐","2014-12-17"
"161",171,"学生奶",2,"晚餐","2014-12-16"
"162",172,"叉烧肉炒饭",2,"午餐","2014-12-16"
"163",173,"黑米粥",2,"晚餐","2014-12-15"
"164",174,"素馅饼",2,"晚餐","2014-12-15"
"165",175,"砂锅焖面",2,"午餐","2014-12-15"
"166",176,"西红柿鸡蛋面",2,"午餐","2014-12-11"
