"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"红烧牛肉面",2,"午餐","2015-07-01"
"4",14,"红烧牛肉面",2,"午餐","2015-06-25"
"5",15,"馄饨",2,"早餐","2015-06-19"
"6",16,"清汤牛肉面",2,"午餐","2015-06-16"
"7",17,"营养套餐",2,"早餐","2015-06-15"
"8",18,"清汤牛肉面",2,"午餐","2015-06-12"
"9",19,"营养套餐",2,"早餐","2015-06-10"
"10",20,"卤鸡蛋",2,"早餐","2015-06-10"
"11",21,"清汤牛肉面",2,"午餐","2015-06-09"
"12",22,"西红柿鸡蛋汤",2,"早餐","2015-06-09"
"13",23,"营养套餐",2,"早餐","2015-06-09"
"14",24,"卤鸡蛋",2,"早餐","2015-06-09"
"15",25,"卤鸡蛋",2,"早餐","2015-06-09"
"16",26,"营养套餐",2,"早餐","2015-06-09"
"17",27,"菠萝鸡丁",2,"午餐","2015-05-27"
"18",28,"豆角土豆条(套)",2,"午餐","2015-05-27"
"19",29,"营养套餐",2,"早餐","2015-05-27"
"20",30,"卤鸡蛋",2,"早餐","2015-05-27"
"21",31,"营养套餐",2,"早餐","2015-05-22"
"22",32,"卤鸡蛋",2,"早餐","2015-05-22"
"23",33,"红烧排骨面",2,"午餐","2015-05-21"
"24",34,"炸酱面",2,"午餐","2015-04-02"
"25",35,"卤鸡蛋",2,"午餐","2015-04-02"
"26",36,"黑椒猪排饭",2,"午餐","2015-03-30"
"27",37,"大米(小)",2,"午餐","2015-03-23"
"28",38,"尖椒肉丝(套)",2,"午餐","2015-03-23"
"29",39,"红烧肉面",2,"午餐","2015-03-18"
"30",40,"卤鸡蛋",2,"午餐","2015-03-18"
"31",41,"红烧排骨面",2,"午餐","2015-03-17"
"32",42,"馄饨",2,"早餐","2015-01-19"
"33",43,"香菇鸡块面",2,"午餐","2015-01-16"
"34",44,"卤鸡蛋",2,"午餐","2015-01-16"
"35",45,"红烧排骨面",2,"午餐","2015-01-15"
"36",46,"红烧排骨面",2,"午餐","2015-01-08"
"37",47,"红烧排骨面",2,"午餐","2014-12-30"
"38",48,"葡萄干蛋糕",2,"晚餐","2014-12-25"
"39",49,"香菇油菜(套)",2,"晚餐","2014-12-25"
"40",50,"三鲜米线",2,"晚餐","2014-12-25"
"41",51,"三鲜米线",2,"午餐","2014-12-23"
"42",52,"三鲜米线",2,"午餐","2014-12-22"
"43",53,"大米(小)",2,"午餐","2014-12-18"
"44",54,"香菇油菜(套)",2,"午餐","2014-12-18"
"45",55,"糖醋里脊(套)",2,"午餐","2014-12-18"
"46",56,"三鲜米线",2,"晚餐","2014-12-17"
"47",57,"干锅土豆片(套)",2,"午餐","2014-12-17"
"48",58,"尖椒肉丝(套)",2,"午餐","2014-12-17"
"49",59,"大米",2,"午餐","2014-12-17"
"50",60,"鸡蛋灌饼",2,"晚餐","2014-12-16"
"51",61,"宫保鸡丁(套)",2,"午餐","2014-12-16"
"52",62,"大米(小)",2,"午餐","2014-12-16"
"53",63,"土豆丝(套)",2,"午餐","2014-12-16"
"54",64,"红烧土豆鸡块面",2,"午餐","2014-12-15"
"55",65,"肉香热干面",2,"午餐","2014-12-12"
"56",66,"大米(小)",2,"午餐","2014-12-11"
"57",67,"豆角土豆条(套)",2,"午餐","2014-12-11"
"58",68,"红烧牛肉丸(套)",2,"午餐","2014-12-11"
"59",69,"刷酱饼",2,"晚餐","2014-12-10"
"60",70,"皮蛋瘦肉粥",2,"晚餐","2014-12-09"
"61",71,"肉包子",2,"晚餐","2014-12-09"
"62",72,"大米(小)",2,"午餐","2014-12-09"
"63",73,"红烧牛肉丸(套)",2,"午餐","2014-12-09"
"64",74,"手撕包菜(套)",2,"午餐","2014-12-09"
"65",75,"三鲜米线",2,"午餐","2014-12-08"
"66",76,"大米(小)",2,"午餐","2014-12-02"
"67",77,"香菇油菜(套)",2,"午餐","2014-12-02"
"68",78,"宫保鸡丁(套)",2,"午餐","2014-12-02"
"69",79,"皮蛋瘦肉粥",2,"晚餐","2014-12-01"
"70",80,"夹火腿饼",2,"晚餐","2014-12-01"
"71",81,"排骨火锅面",2,"午餐","2014-11-27"
"72",82,"鱼豆腐米线",2,"午餐","2014-11-26"
"73",83,"刷酱饼",2,"晚餐","2014-11-24"
"74",84,"皮蛋瘦肉粥",2,"晚餐","2014-11-24"
"75",85,"卤鸡蛋",2,"午餐","2014-11-24"
"76",86,"炸酱面",2,"午餐","2014-11-24"
"77",87,"馄饨",2,"早餐","2014-11-24"
"78",88,"卤鸡蛋",2,"早餐","2014-11-24"
"79",89,"三鲜米线",2,"午餐","2014-11-21"
"80",90,"三鲜米线",2,"午餐","2014-11-17"
"81",91,"卤鸡蛋",2,"早餐","2014-11-17"
"82",92,"大米(小)",2,"午餐","2014-11-14"
"83",93,"豆角土豆条(套)",2,"午餐","2014-11-14"
"84",94,"苜蓿肉(套)",2,"午餐","2014-11-14"
"85",95,"豆角土豆条(套)",2,"午餐","2014-11-14"
"86",96,"红烧牛肉丸(套)",2,"午餐","2014-11-14"
"87",97,"大米",2,"午餐","2014-11-14"
"88",98,"鱼香肉丝(套)",2,"午餐","2014-11-13"
"89",99,"土豆丝(套)",2,"午餐","2014-11-13"
"90",100,"大米",2,"午餐","2014-11-13"
"91",101,"皮蛋瘦肉粥",2,"晚餐","2014-11-12"
"92",102,"红豆蛋糕",2,"早餐","2014-11-11"
"93",103,"粉丝菠菜（套）",2,"午餐","2014-11-10"
"94",104,"尖椒肉丝(套)",2,"午餐","2014-11-10"
"95",105,"大米",2,"午餐","2014-11-10"
"96",106,"红豆蛋糕",2,"早餐","2014-11-10"
"97",107,"热饮",2,"早餐","2014-11-10"
"98",108,"豆花肉片(套)",2,"午餐","2014-11-07"
"99",109,"豆角土豆条(套)",2,"午餐","2014-11-07"
"100",110,"大米",2,"午餐","2014-11-07"
"101",111,"白菜丝",2,"早餐","2014-11-06"
"102",112,"南瓜小米粥",2,"早餐","2014-11-05"
"103",113,"豆沙饼",2,"早餐","2014-11-05"
"104",114,"红豆蛋糕",2,"早餐","2014-10-28"
"105",115,"热饮",2,"早餐","2014-10-28"
"106",116,"狮子头",2,"午餐","2014-10-24"
"107",117,"大米",2,"午餐","2014-10-24"
"108",118,"粉丝菠菜（套）",2,"午餐","2014-10-24"
"109",119,"糖醋里脊(套)",2,"午餐","2014-10-24"
"110",120,"方便面(串)",2,"午餐","2014-10-23"
"111",121,"蘑菇(串)",2,"午餐","2014-10-23"
"112",122,"土豆(串)",2,"午餐","2014-10-23"
"113",123,"面筋(串)",3,"午餐","2014-10-23"
"114",124,"金针菇(串)",2,"午餐","2014-10-23"
"115",125,"鹌鹑蛋(串)",2,"午餐","2014-10-23"
"116",126,"娃娃菜(串)",2,"午餐","2014-10-23"
"117",127,"方便面(串)",2,"午餐","2014-10-23"
"118",128,"生菜(串)",2,"午餐","2014-10-23"
"119",129,"炸酱面",2,"午餐","2014-10-23"
"120",130,"方便面(串)",2,"午餐","2014-10-23"
"121",131,"生菜(串)",2,"午餐","2014-10-23"
"122",132,"土豆(串)",2,"午餐","2014-10-23"
"123",133,"面筋(串)",2,"午餐","2014-10-23"
"124",134,"金针菇(串)",2,"午餐","2014-10-23"
"125",135,"鱼豆腐(串)",2,"午餐","2014-10-23"
"126",136,"毛毛虫面包",2,"早餐","2014-10-23"
"127",137,"热饮",2,"早餐","2014-10-23"
"128",138,"香菇鸡块面",2,"晚餐","2014-10-22"
"129",139,"土豆鸡块(套)",2,"午餐","2014-10-22"
"130",140,"大米",2,"午餐","2014-10-22"
"131",141,"麻辣豆腐(套)",2,"午餐","2014-10-22"
"132",142,"葡萄干蛋糕",2,"早餐","2014-10-22"
"133",143,"热饮",2,"早餐","2014-10-22"
"134",144,"红豆大米粥",2,"晚餐","2014-10-21"
"135",145,"绿豆小米粥",2,"晚餐","2014-10-21"
"136",146,"炸酱面",2,"午餐","2014-10-21"
"137",147,"卤鸡蛋",2,"午餐","2014-10-21"
"138",148,"豆角土豆条(套)",2,"午餐","2014-10-20"
"139",149,"尖椒肉丝(套)",2,"午餐","2014-10-20"
"140",150,"大米",2,"午餐","2014-10-20"
"141",151,"热饮",2,"早餐","2014-10-20"
"142",152,"营养套餐",2,"早餐","2014-10-20"
"143",153,"热饮",2,"早餐","2014-10-17"
"144",154,"肉包子",2,"早餐","2014-10-17"
"145",155,"卤鸡蛋",2,"早餐","2014-10-17"
"146",156,"蟹棒(串)",2,"晚餐","2014-10-16"
"147",157,"香菇(串)",2,"晚餐","2014-10-16"
"148",158,"海螺丸(串)",2,"晚餐","2014-10-16"
"149",159,"娃娃菜(串)",2,"晚餐","2014-10-16"
"150",160,"蘑菇(串)",3,"晚餐","2014-10-16"
"151",161,"土豆(串)",3,"晚餐","2014-10-16"
"152",162,"香菇(串)",2,"晚餐","2014-10-16"
"153",163,"冬瓜(串)",3,"晚餐","2014-10-16"
"154",164,"豆腐皮(串)",2,"晚餐","2014-10-16"
"155",165,"豆腐(串)",2,"晚餐","2014-10-16"
"156",166,"鱼豆腐(串)",2,"晚餐","2014-10-16"
"157",167,"大米",2,"午餐","2014-10-16"
"158",168,"土豆丝(套)",2,"午餐","2014-10-16"
